x,y,z,rank,color,group
50.0,-45.03958511352539,63.73377227783203,0,#9e0142,G0
50.099998474121094,-44.50855255126953,68.74369812011719,1,#9e0142,G0
50.20000076293945,-55.75884246826172,13.372947692871094,2,#9e0142,G0
50.29999923706055,-49.57319641113281,36.41441345214844,3,#9e0142,G0
50.400001525878906,-49.51442337036133,51.775489807128906,4,#9e0142,G0
50.5,-50.408138275146484,53.570472717285156,5,#9e0142,G0
50.599998474121094,-50.85456848144531,33.47068786621094,6,#9e0142,G0
50.70000076293945,-54.40821075439453,57.310264587402344,7,#9e0142,G0
50.79999923706055,-55.2070426940918,33.320587158203125,8,#9e0142,G0
50.900001525878906,-45.283870697021484,32.902366638183594,9,#9e0142,G0
51.0,-56.8320198059082,51.33331298828125,10,#9e0142,G0
51.099998474121094,-53.505104064941406,-2.0482025146484375,11,#9e0142,G0
51.20000076293945,-50.10065460205078,42.958518981933594,12,#9e0142,G0
51.29999923706055,-47.33845138549805,58.25143051147461,13,#9e0142,G0
51.400001525878906,-55.081459045410156,31.446250915527344,14,#9e0142,G0
51.5,-52.12580490112305,63.524017333984375,15,#9e0142,G0
51.599998474121094,-52.96162796020508,21.007049560546875,16,#9e0142,G0
51.70000076293945,-43.150062561035156,45.57843017578125,17,#9e0142,G0
51.79999923706055,-44.612510681152344,37.31163024902344,18,#9e0142,G0
51.900001525878906,-53.58702087402344,47.191627502441406,19,#9e0142,G0
52.0,-48.286460876464844,19.519420623779297,20,#9e0142,G0
52.099998474121094,-59.890174865722656,56.49561309814453,21,#9e0142,G0
52.20000076293945,-47.05772399902344,42.86773681640625,22,#9e0142,G0
52.29999923706055,-55.73756790161133,3.0394325256347656,23,#9e0142,G0
52.400001525878906,-51.05372619628906,33.19641876220703,24,#9e0142,G0
52.5,-50.41384506225586,70.8452377319336,25,#9e0142,G0
52.599998474121094,-63.99689483642578,52.61948776245117,26,#9e0142,G0
52.70000076293945,-54.1744499206543,72.71232604980469,27,#9e0142,G0
52.79999923706055,-57.0058479309082,60.554405212402344,28,#9e0142,G0
52.900001525878906,-51.86423873901367,62.29808044433594,29,#9e0142,G0
53.0,-55.91377639770508,42.97991943359375,30,#9e0142,G0
53.099998474121094,-43.828330993652344,88.22494506835938,31,#9e0142,G0
53.20000076293945,-55.99776840209961,42.54096984863281,32,#9e0142,G0
53.29999923706055,-55.40376663208008,55.53606414794922,33,#9e0142,G0
53.400001525878906,-60.934993743896484,42.85066223144531,34,#9e0142,G0
53.5,-61.5506706237793,85.11126708984375,35,#9e0142,G0
53.599998474121094,-62.50816345214844,86.83335876464844,36,#9e0142,G0
53.70000076293945,-57.71038818359375,52.627628326416016,37,#9e0142,G0
53.79999923706055,-56.72288513183594,52.18686294555664,38,#9e0142,G0
53.900001525878906,-55.475799560546875,31.823734283447266,39,#9e0142,G0
54.0,-63.85866928100586,73.64607238769531,40,#9e0142,G0
54.099998474121094,-53.02470397949219,57.12160873413086,41,#9e0142,G0
54.20000076293945,-53.130889892578125,64.7974624633789,42,#9e0142,G0
54.29999923706055,-50.08180618286133,31.050317764282227,43,#9e0142,G0
54.400001525878906,-62.58753204345703,73.35857391357422,44,#9e0142,G0
54.5,-51.119529724121094,49.44681930541992,45,#9e0142,G0
54.599998474121094,-48.38793182373047,89.2986068725586,46,#9e0142,G0
54.70000076293945,-47.63981628417969,20.389881134033203,47,#9e0142,G0
54.79999923706055,-49.57120132446289,25.34120750427246,48,#9e0142,G0
54.900001525878906,-51.266292572021484,17.546035766601562,49,#9e0142,G0
55.0,-54.85939025878906,80.25135803222656,50,#9e0142,G0
55.099998474121094,-51.18302917480469,57.163360595703125,51,#9e0142,G0
55.20000076293945,-51.66789627075195,70.7396011352539,52,#9e0142,G0
55.29999923706055,-53.225040435791016,75.166748046875,53,#9e0142,G0
55.400001525878906,-55.65959167480469,74.83126068115234,54,#9e0142,G0
55.5,-45.306915283203125,59.37317657470703,55,#9e0142,G0
55.599998474121094,-57.2125244140625,54.12263870239258,56,#9e0142,G0
55.70000076293945,-52.441062927246094,56.17144775390625,57,#9e0142,G0
55.79999923706055,-64.17935943603516,54.363121032714844,58,#9e0142,G0
55.900001525878906,-51.01875686645508,24.689828872680664,59,#9e0142,G0
56.0,-54.53168869018555,108.66606140136719,60,#9e0142,G0
56.099998474121094,-56.795143127441406,24.057220458984375,61,#9e0142,G0
56.20000076293945,-55.498653411865234,77.25904083251953,62,#9e0142,G0
56.29999923706055,-53.524349212646484,97.31645965576172,63,#9e0142,G0
56.400001525878906,-57.37484359741211,60.46894836425781,64,#9e0142,G0
56.5,-60.6182861328125,58.96360778808594,65,#9e0142,G0
56.599998474121094,-51.454010009765625,65.01946258544922,66,#9e0142,G0
56.70000076293945,-57.344505310058594,62.42325973510742,67,#9e0142,G0
56.79999923706055,-56.09926986694336,79.33110809326172,68,#9e0142,G0
