x,y,z,rank,color,group
50.0,-38.72181701660156,4.649403095245361,0,#9e0142,G0
50.099998474121094,-44.685611724853516,4.466847896575928,1,#9e0142,G0
50.20000076293945,-43.544395446777344,-21.80681610107422,2,#9e0142,G0
50.29999923706055,-46.95169448852539,-14.573734283447266,3,#9e0142,G0
50.400001525878906,-63.054298400878906,-13.132797241210938,4,#9e0142,G0
50.5,-51.10410690307617,-6.819216728210449,5,#9e0142,G0
50.599998474121094,-42.81023406982422,-4.799772262573242,6,#9e0142,G0
50.70000076293945,-53.93519592285156,-12.79751205444336,7,#9e0142,G0
50.79999923706055,-30.2960205078125,19.62590217590332,8,#9e0142,G0
50.900001525878906,-67.62660217285156,0.3463071286678314,9,#9e0142,G0
51.0,-53.73875427246094,-19.419275283813477,10,#9e0142,G0
51.099998474121094,-51.36445999145508,-37.609275817871094,11,#9e0142,G0
51.20000076293945,-53.97990417480469,7.34189510345459,12,#9e0142,G0
51.29999923706055,-47.36163330078125,11.649450302124023,13,#9e0142,G0
51.400001525878906,-52.95936584472656,8.68587589263916,14,#9e0142,G0
51.5,-54.852684020996094,10.85429573059082,15,#9e0142,G0
51.599998474121094,-59.948299407958984,0.4850460886955261,16,#9e0142,G0
51.70000076293945,-24.216079711914062,18.316829681396484,17,#9e0142,G0
51.79999923706055,-39.243289947509766,-18.768333435058594,18,#9e0142,G0
51.900001525878906,-43.553443908691406,5.601955413818359,19,#9e0142,G0
52.0,-51.8520393371582,26.54102325439453,20,#9e0142,G0
52.099998474121094,-52.43901062011719,20.083139419555664,21,#9e0142,G0
52.20000076293945,-39.68980407714844,-13.605573654174805,22,#9e0142,G0
52.29999923706055,-62.0763053894043,25.663530349731445,23,#9e0142,G0
52.400001525878906,-44.538177490234375,-14.135599136352539,24,#9e0142,G0
52.5,-49.16252136230469,-12.448960304260254,25,#9e0142,G0
52.599998474121094,-77.39366149902344,-8.739933013916016,26,#9e0142,G0
52.70000076293945,-59.339210510253906,20.581974029541016,27,#9e0142,G0
52.79999923706055,-50.382076263427734,29.173402786254883,28,#9e0142,G0
52.900001525878906,-50.53554916381836,14.030900001525879,29,#9e0142,G0
53.0,-56.92105484008789,-13.158052444458008,30,#9e0142,G0
53.099998474121094,-66.41480255126953,31.0075740814209,31,#9e0142,G0
53.20000076293945,-81.83141326904297,1.3983821868896484,32,#9e0142,G0
53.29999923706055,-65.16128540039062,8.832890510559082,33,#9e0142,G0
53.400001525878906,-59.72547149658203,-0.99002605676651,34,#9e0142,G0
53.5,-40.24090576171875,22.258512496948242,35,#9e0142,G0
53.599998474121094,-44.43222427368164,-7.572185516357422,36,#9e0142,G0
53.70000076293945,-76.33224487304688,3.0619213581085205,37,#9e0142,G0
53.79999923706055,-55.35575866699219,27.21124267578125,38,#9e0142,G0
53.900001525878906,-47.67400360107422,-24.494983673095703,39,#9e0142,G0
54.0,-55.48955154418945,11.390595436096191,40,#9e0142,G0
54.099998474121094,-46.230628967285156,-13.113056182861328,41,#9e0142,G0
54.20000076293945,-54.346073150634766,-4.24277925491333,42,#9e0142,G0
54.29999923706055,-51.98357009887695,-14.441795349121094,43,#9e0142,G0
54.400001525878906,-39.22391128540039,35.856658935546875,44,#9e0142,G0
54.5,-49.827911376953125,26.453540802001953,45,#9e0142,G0
54.599998474121094,-49.03074645996094,13.585028648376465,46,#9e0142,G0
54.70000076293945,-74.16792297363281,32.607479095458984,47,#9e0142,G0
54.79999923706055,-37.56676483154297,2.4595859050750732,48,#9e0142,G0
54.900001525878906,-55.60084915161133,-1.4359928369522095,49,#9e0142,G0
55.0,-41.637451171875,5.768450736999512,50,#9e0142,G0
55.099998474121094,-49.80851364135742,-1.0499199628829956,51,#9e0142,G0
55.20000076293945,-60.607784271240234,20.270217895507812,52,#9e0142,G0
55.29999923706055,-66.4446792602539,7.297202110290527,53,#9e0142,G0
55.400001525878906,-54.34235763549805,8.999406814575195,54,#9e0142,G0
55.5,-58.61810302734375,8.81053352355957,55,#9e0142,G0
55.599998474121094,-63.545196533203125,14.634509086608887,56,#9e0142,G0
55.70000076293945,-45.08348846435547,18.32155990600586,57,#9e0142,G0
55.79999923706055,-67.6903305053711,-5.850071430206299,58,#9e0142,G0
55.900001525878906,-41.825984954833984,28.654254913330078,59,#9e0142,G0
56.0,-60.66347885131836,-4.114866256713867,60,#9e0142,G0
56.099998474121094,-50.014923095703125,-21.645566940307617,61,#9e0142,G0
56.20000076293945,-65.95808410644531,4.478910446166992,62,#9e0142,G0
56.29999923706055,-80.93743896484375,6.99493408203125,63,#9e0142,G0
56.400001525878906,-59.859764099121094,-2.29685640335083,64,#9e0142,G0
56.5,-43.43619918823242,-0.07697223126888275,65,#9e0142,G0
56.599998474121094,-72.85726165771484,-24.402549743652344,66,#9e0142,G0
56.70000076293945,-66.47590637207031,7.812662601470947,67,#9e0142,G0
56.79999923706055,-74.34225463867188,17.231090545654297,68,#9e0142,G0
56.900001525878906,-54.204856872558594,-18.414810180664062,69,#9e0142,G0
57.0,-53.738468170166016,29.443986892700195,70,#9e0142,G0
57.099998474121094,-62.15995407104492,7.06630277633667,71,#9e0142,G0
57.20000076293945,-40.37775421142578,0.9304490089416504,72,#9e0142,G0
57.29999923706055,-56.21845626831055,-3.3435678482055664,73,#9e0142,G0
57.400001525878906,-69.09280395507812,-9.364168167114258,74,#9e0142,G0
57.5,-42.80073547363281,21.001283645629883,75,#9e0142,G0
57.599998474121094,-63.96832275390625,-2.841791868209839,76,#9e0142,G0
57.70000076293945,-50.607025146484375,-9.893342971801758,77,#9e0142,G0
57.79999923706055,-49.73104476928711,-17.39431381225586,78,#9e0142,G0
57.900001525878906,-69.10433197021484,19.67217254638672,79,#9e0142,G0
58.0,-55.74403381347656,10.314199447631836,80,#9e0142,G0
58.099998474121094,-61.21760940551758,6.801025390625,81,#9e0142,G0
58.20000076293945,-48.976356506347656,7.87369441986084,82,#9e0142,G0
58.29999923706055,-57.83329772949219,30.4645938873291,83,#9e0142,G0
58.400001525878906,-50.53498840332031,-9.87540054321289,84,#9e0142,G0
58.5,-57.21477508544922,16.314359664916992,85,#9e0142,G0
58.599998474121094,-57.13046646118164,-16.561491012573242,86,#9e0142,G0
58.70000076293945,-53.38888168334961,28.852680206298828,87,#9e0142,G0
58.79999923706055,-64.58074951171875,-22.247922897338867,88,#9e0142,G0
58.900001525878906,-72.98506164550781,39.158531188964844,89,#9e0142,G0
59.0,-72.46663665771484,27.595115661621094,90,#9e0142,G0
59.099998474121094,-56.162559509277344,-36.401512145996094,91,#9e0142,G0
59.20000076293945,-62.26495361328125,-17.870256423950195,92,#9e0142,G0
59.29999923706055,-75.72224426269531,-26.96487045288086,93,#9e0142,G0
59.400001525878906,-55.020240783691406,0.24471300840377808,94,#9e0142,G0
59.5,-50.704505920410156,8.671976089477539,95,#9e0142,G0
59.599998474121094,-65.55059814453125,24.41788673400879,96,#9e0142,G0
59.70000076293945,-43.07395935058594,-8.11906909942627,97,#9e0142,G0
59.79999923706055,-53.29438018798828,2.413151741027832,98,#9e0142,G0
59.900001525878906,-56.3023796081543,10.711407661437988,99,#9e0142,G0
65.0,-59.44905090332031,3.787940502166748,150,#e2514a,G1
65.0999984741211,-55.20623016357422,1.8599079847335815,151,#e2514a,G1
65.19999694824219,-87.47271728515625,-6.414921760559082,152,#e2514a,G1
65.30000305175781,-63.55808639526367,14.93656063079834,153,#e2514a,G1
65.4000015258789,-65.34056091308594,15.933533668518066,154,#e2514a,G1
65.5,-70.4621353149414,4.501384735107422,155,#e2514a,G1
65.5999984741211,-65.96097564697266,13.043693542480469,156,#e2514a,G1
65.69999694824219,-67.02848052978516,15.336960792541504,157,#e2514a,G1
65.80000305175781,-73.40293884277344,-5.137526512145996,158,#e2514a,G1
65.9000015258789,-65.01466369628906,-11.861345291137695,159,#e2514a,G1
66.0,-71.6449203491211,19.22213363647461,160,#e2514a,G1
66.0999984741211,-58.8983154296875,-10.109015464782715,161,#e2514a,G1
66.19999694824219,-55.83969497680664,-34.03642272949219,162,#e2514a,G1
66.30000305175781,-58.357540130615234,15.14285659790039,163,#e2514a,G1
66.4000015258789,-82.48108673095703,-29.495561599731445,164,#e2514a,G1
66.5,-83.12117004394531,-22.975772857666016,165,#e2514a,G1
66.5999984741211,-67.68901824951172,6.834425449371338,166,#e2514a,G1
66.69999694824219,-38.01959228515625,22.17310333251953,167,#e2514a,G1
66.80000305175781,-68.3462142944336,11.331616401672363,168,#e2514a,G1
66.9000015258789,-48.6555290222168,1.766359567642212,169,#e2514a,G1
67.0,-83.01799774169922,-31.47171401977539,170,#e2514a,G1
67.0999984741211,-56.024539947509766,-38.52787780761719,171,#e2514a,G1
67.19999694824219,-70.27104949951172,10.12692928314209,172,#e2514a,G1
67.30000305175781,-83.38088989257812,-2.502641201019287,173,#e2514a,G1
67.4000015258789,-65.87586975097656,-13.293723106384277,174,#e2514a,G1
67.5,-56.30669021606445,11.75192928314209,175,#e2514a,G1
67.5999984741211,-81.93583679199219,-18.464496612548828,176,#e2514a,G1
67.69999694824219,-80.42559051513672,-21.030550003051758,177,#e2514a,G1
67.80000305175781,-61.49778366088867,24.212665557861328,178,#e2514a,G1
67.9000015258789,-71.37336730957031,14.514121055603027,179,#e2514a,G1
68.0,-48.471435546875,5.349732398986816,180,#e2514a,G1
68.0999984741211,-58.606300354003906,15.141218185424805,181,#e2514a,G1
68.19999694824219,-56.173736572265625,-21.095903396606445,182,#e2514a,G1
68.30000305175781,-71.53756713867188,-29.19509506225586,183,#e2514a,G1
68.4000015258789,-92.86399841308594,-11.634023666381836,184,#e2514a,G1
68.5,-61.730525970458984,-10.516518592834473,185,#e2514a,G1
68.5999984741211,-59.80012893676758,6.62116813659668,186,#e2514a,G1
68.69999694824219,-74.15367126464844,2.81827449798584,187,#e2514a,G1
68.80000305175781,-66.9154281616211,0.8544642329216003,188,#e2514a,G1
68.9000015258789,-74.6248779296875,58.254703521728516,189,#e2514a,G1
69.0,-74.97649383544922,-5.4463348388671875,190,#e2514a,G1
69.0999984741211,-61.04997253417969,-6.044196605682373,191,#e2514a,G1
69.19999694824219,-57.897239685058594,-5.436212539672852,192,#e2514a,G1
69.30000305175781,-69.65174865722656,-26.161556243896484,193,#e2514a,G1
69.4000015258789,-81.70552062988281,-11.41486930847168,194,#e2514a,G1
69.5,-71.84437561035156,-24.439071655273438,195,#e2514a,G1
69.5999984741211,-61.232120513916016,-10.402127265930176,196,#e2514a,G1
69.69999694824219,-66.54258728027344,-12.88659954071045,197,#e2514a,G1
69.80000305175781,-75.53728485107422,-31.89602279663086,198,#e2514a,G1
69.9000015258789,-78.82884216308594,30.054866790771484,199,#e2514a,G1
70.0,-65.9034423828125,21.634151458740234,200,#e2514a,G1
70.0999984741211,-80.59725952148438,3.574976921081543,201,#e2514a,G1
70.19999694824219,-67.48667907714844,-2.372852325439453,202,#e2514a,G1
70.30000305175781,-74.99208068847656,21.41094207763672,203,#e2514a,G1
70.4000015258789,-73.93473815917969,-8.081993103027344,204,#e2514a,G1
70.5,-84.55939483642578,-15.552178382873535,205,#e2514a,G1
70.5999984741211,-67.87451934814453,-11.886566162109375,206,#e2514a,G1
70.69999694824219,-72.8676986694336,32.04914855957031,207,#e2514a,G1
70.80000305175781,-72.29399871826172,-21.834976196289062,208,#e2514a,G1
70.9000015258789,-73.50653076171875,-25.27554702758789,209,#e2514a,G1
71.0,-67.54703521728516,-13.548318862915039,210,#e2514a,G1
71.0999984741211,-52.30271911621094,1.8643264770507812,211,#e2514a,G1
71.19999694824219,-67.88233947753906,22.409381866455078,212,#e2514a,G1
71.30000305175781,-74.77793884277344,5.926229476928711,213,#e2514a,G1
71.4000015258789,-75.85613250732422,13.066915512084961,214,#e2514a,G1
71.5,-64.17333221435547,-15.89472770690918,215,#e2514a,G1
71.5999984741211,-72.13265228271484,5.412938594818115,216,#e2514a,G1
71.69999694824219,-81.95899963378906,-12.876137733459473,217,#e2514a,G1
71.80000305175781,-84.30484008789062,11.230247497558594,218,#e2514a,G1
71.9000015258789,-73.04650115966797,14.614602088928223,219,#e2514a,G1
72.0,-86.14481353759766,3.9835190773010254,220,#e2514a,G1
72.0999984741211,-57.74638366699219,2.270602226257324,221,#e2514a,G1
72.19999694824219,-71.07075500488281,16.382259368896484,222,#e2514a,G1
72.30000305175781,-83.29640197753906,-16.547840118408203,223,#e2514a,G1
72.4000015258789,-70.16474151611328,9.76714038848877,224,#e2514a,G1
72.5,-60.848167419433594,18.09596824645996,225,#e2514a,G1
72.5999984741211,-67.49165344238281,10.81982707977295,226,#e2514a,G1
72.69999694824219,-85.56046295166016,-3.9326963424682617,227,#e2514a,G1
72.80000305175781,-50.640586853027344,11.34729290008545,228,#e2514a,G1
72.9000015258789,-64.79015350341797,21.2562198638916,229,#e2514a,G1
73.0,-80.84352111816406,31.324413299560547,230,#e2514a,G1
73.0999984741211,-90.54633331298828,13.04620361328125,231,#e2514a,G1
73.19999694824219,-63.655601501464844,2.2944259643554688,232,#e2514a,G1
73.30000305175781,-77.7747802734375,2.9364991188049316,233,#e2514a,G1
73.4000015258789,-71.70314025878906,-6.006701469421387,234,#e2514a,G1
73.5,-75.58992004394531,-10.391192436218262,235,#e2514a,G1
73.5999984741211,-72.20003509521484,-5.913057804107666,236,#e2514a,G1
73.69999694824219,-85.91285705566406,9.064428329467773,237,#e2514a,G1
73.80000305175781,-86.62957763671875,20.531274795532227,238,#e2514a,G1
73.9000015258789,-82.48281860351562,-7.610921382904053,239,#e2514a,G1
74.0,-61.29499053955078,8.566987037658691,240,#e2514a,G1
74.0999984741211,-69.2683334350586,19.631038665771484,241,#e2514a,G1
74.19999694824219,-58.74943542480469,34.99757385253906,242,#e2514a,G1
74.30000305175781,-73.85362243652344,-21.148712158203125,243,#e2514a,G1
74.4000015258789,-86.43549346923828,-35.9703483581543,244,#e2514a,G1
74.5,-66.61441040039062,-20.31721305847168,245,#e2514a,G1
74.5999984741211,-84.2325210571289,3.923175096511841,246,#e2514a,G1
74.69999694824219,-64.69903564453125,-31.226699829101562,247,#e2514a,G1
74.80000305175781,-79.5628890991211,9.034637451171875,248,#e2514a,G1
74.9000015258789,-66.63531494140625,-12.448023796081543,249,#e2514a,G1
80.0,-106.77226257324219,34.45453643798828,300,#fca55d,G2
80.0999984741211,-86.8846206665039,-0.3074878752231598,301,#fca55d,G2
80.19999694824219,-70.41162872314453,16.153457641601562,302,#fca55d,G2
80.30000305175781,-80.5594253540039,-16.77137565612793,303,#fca55d,G2
80.4000015258789,-101.13841247558594,-11.33476448059082,304,#fca55d,G2
80.5,-73.98597717285156,-35.59471130371094,305,#fca55d,G2
80.5999984741211,-78.20702362060547,-19.157268524169922,306,#fca55d,G2
80.69999694824219,-74.74861145019531,-23.37642478942871,307,#fca55d,G2
80.80000305175781,-73.55218505859375,-3.763045072555542,308,#fca55d,G2
80.9000015258789,-91.75103759765625,-16.07181739807129,309,#fca55d,G2
81.0,-85.32257843017578,-43.690696716308594,310,#fca55d,G2
81.0999984741211,-99.12745666503906,-13.768720626831055,311,#fca55d,G2
81.19999694824219,-71.61488342285156,13.333931922912598,312,#fca55d,G2
81.30000305175781,-75.74405670166016,-10.377902030944824,313,#fca55d,G2
81.4000015258789,-78.2227783203125,-3.5115671157836914,314,#fca55d,G2
81.5,-73.8919677734375,-23.137420654296875,315,#fca55d,G2
81.5999984741211,-84.75338745117188,35.2452392578125,316,#fca55d,G2
81.69999694824219,-78.67575073242188,-10.046404838562012,317,#fca55d,G2
81.80000305175781,-101.78113555908203,-1.712902545928955,318,#fca55d,G2
81.9000015258789,-79.07599639892578,17.61966896057129,319,#fca55d,G2
82.0,-70.93494415283203,-18.555477142333984,320,#fca55d,G2
82.0999984741211,-90.2928466796875,29.1270809173584,321,#fca55d,G2
82.19999694824219,-89.47102355957031,4.193440914154053,322,#fca55d,G2
82.30000305175781,-86.80658721923828,-38.801734924316406,323,#fca55d,G2
82.4000015258789,-71.73843383789062,12.939223289489746,324,#fca55d,G2
82.5,-80.20557403564453,5.173518657684326,325,#fca55d,G2
82.5999984741211,-93.89537811279297,8.37060546875,326,#fca55d,G2
82.69999694824219,-75.70124053955078,-1.8096919059753418,327,#fca55d,G2
82.80000305175781,-86.37026977539062,3.7178163528442383,328,#fca55d,G2
82.9000015258789,-91.75324249267578,-31.70378875732422,329,#fca55d,G2
83.0,-70.03038787841797,-3.74491810798645,330,#fca55d,G2
83.0999984741211,-115.48704528808594,10.026172637939453,331,#fca55d,G2
83.19999694824219,-86.70124816894531,6.021819591522217,332,#fca55d,G2
83.30000305175781,-101.749755859375,-1.962934136390686,333,#fca55d,G2
83.4000015258789,-85.66356658935547,16.186880111694336,334,#fca55d,G2
83.5,-82.95016479492188,-8.09440803527832,335,#fca55d,G2
83.5999984741211,-54.53593826293945,-22.02976417541504,336,#fca55d,G2
83.69999694824219,-101.66529083251953,-8.159526824951172,337,#fca55d,G2
83.80000305175781,-106.0338134765625,-4.237085342407227,338,#fca55d,G2
83.9000015258789,-82.16295623779297,33.02416229248047,339,#fca55d,G2
84.0,-79.87413787841797,-14.853730201721191,340,#fca55d,G2
84.0999984741211,-85.6737060546875,17.07526969909668,341,#fca55d,G2
84.19999694824219,-79.36673736572266,-3.2482051849365234,342,#fca55d,G2
84.30000305175781,-70.87063598632812,-2.298102617263794,343,#fca55d,G2
84.4000015258789,-83.42849731445312,8.097823143005371,344,#fca55d,G2
84.5,-93.95308685302734,-6.161525249481201,345,#fca55d,G2
84.5999984741211,-100.68751525878906,-12.686625480651855,346,#fca55d,G2
84.69999694824219,-95.02233123779297,-0.8966208100318909,347,#fca55d,G2
84.80000305175781,-86.05938720703125,17.593921661376953,348,#fca55d,G2
84.9000015258789,-65.3648452758789,22.534095764160156,349,#fca55d,G2
85.0,-81.11724090576172,-18.728456497192383,350,#fca55d,G2
85.0999984741211,-85.5380630493164,3.2624318599700928,351,#fca55d,G2
85.19999694824219,-93.98641967773438,-9.050887107849121,352,#fca55d,G2
85.30000305175781,-95.95641326904297,19.914216995239258,353,#fca55d,G2
85.4000015258789,-95.9324951171875,26.54423713684082,354,#fca55d,G2
85.5,-70.23133087158203,-8.724230766296387,355,#fca55d,G2
85.5999984741211,-101.73430633544922,8.73239517211914,356,#fca55d,G2
85.69999694824219,-83.40435028076172,-2.6877036094665527,357,#fca55d,G2
85.80000305175781,-81.02767181396484,-0.2766883969306946,358,#fca55d,G2
